timestamp(ms),Livello Fumo,
"1775743403.933","2002",
"1775743403.943","1998",
"1775743403.953","1997",
"1775743403.963","1998",
"1775743403.973","1999",
"1775743403.983","2000",
"1775743403.993","2004",
"1775743404.003","1999",
"1775743404.013","2001",
"1775743404.023","2003",
"1775743404.033","2002",
"1775743404.043","1999",
"1775743404.053","1999",
"1775743404.063","2003",
"1775743404.073","1999",
"1775743404.083","1998",
"1775743404.096","2002",
"1775743404.105","2002",
"1775743404.114","1999",
"1775743404.125","2001",
"1775743404.133","2002",
"1775743404.143","2002",
"1775743404.153","2002",
"1775743404.163","1999",
"1775743404.173","1999",
"1775743404.183","2002",
"1775743404.193","1999",
"1775743404.203","2002",
"1775743404.213","2001",
"1775743404.223","2003",
"1775743404.233","2002",
"1775743404.243","1999",
"1775743404.253","2003",
"1775743404.263","2003",
"1775743404.273","1999",
"1775743404.283","2002",
"1775743404.293","1999",
"1775743404.303","2002",
"1775743404.313","1999",
"1775743404.323","2003",
"1775743404.333","2001",
"1775743404.343","2002",
"1775743404.353","2002",
"1775743404.363","2002",
"1775743404.373","2002",
"1775743404.383","1999",
"1775743404.393","2002",
"1775743404.403","2003",
"1775743404.413","1999",
"1775743404.423","2002",
"1775743404.433","2002",
"1775743404.443","1998",
"1775743404.453","2003",
"1775743404.463","1998",
"1775743404.473","2002",
"1775743404.483","2002",
"1775743404.493","2002",
"1775743404.503","2002",
"1775743404.513","2003",
"1775743404.523","1999",
"1775743404.533","2003",
"1775743404.543","2003",
"1775743404.553","1999",
"1775743404.563","2002",
"1775743404.573","2002",
"1775743404.583","1999",
"1775743404.593","2002",
"1775743404.603","2001",
"1775743404.613","2003",
"1775743404.623","1999",
"1775743404.633","2003",
"1775743404.643","2003",
"1775743404.653","2002",
"1775743404.663","1999",
"1775743404.673","2005",
"1775743404.683","1999",
"1775743404.693","2004",
"1775743404.703","1999",
"1775743404.713","2001",
"1775743404.723","2002",
"1775743404.733","1999",
"1775743404.743","2002",
"1775743404.753","2003",
"1775743404.763","2002",
"1775743404.773","2002",
"1775743404.783","2003",
"1775743404.793","1999",
"1775743404.803","1997",
"1775743404.813","2002",
"1775743404.823","2000",
"1775743404.833","2001",
"1775743404.843","2002",
"1775743404.853","2002",
"1775743404.863","2002",
"1775743404.873","2002",
"1775743404.883","2001",
"1775743404.893","2003",
"1775743404.903","2004",
"1775743404.913","2003",
"1775743404.923","2003",
"1775743404.933","2002",
"1775743404.943","2001",
"1775743404.953","2001",
"1775743404.963","2004",
"1775743404.973","2003",
"1775743404.983","2003",
"1775743404.993","1999",
"1775743405.003","2003",
"1775743405.013","2002",
"1775743405.023","2001",
"1775743405.033","2002",
"1775743405.043","2003",
"1775743405.053","2002",
"1775743405.063","1999",
"1775743405.073","2001",
"1775743405.083","1998",
"1775743405.093","1999",
"1775743405.103","2003",
"1775743405.113","2003",
"1775743405.123","1999",
"1775743405.133","2003",
"1775743405.143","2003",
"1775743405.153","2003",
"1775743405.163","2003",
"1775743405.173","1998",
"1775743405.183","1998",
"1775743405.193","2005",
"1775743405.203","2004",
"1775743405.213","1997",
"1775743405.223","2002",
"1775743405.233","2003",
"1775743405.243","1999",
"1775743405.253","2003",
"1775743405.263","2004",
"1775743405.273","2002",
"1775743405.283","2003",
"1775743405.293","2003",
"1775743405.303","1998",
"1775743405.313","1999",
"1775743405.323","2002",
"1775743405.333","2002",
"1775743405.343","2003",
"1775743405.353","1999",
"1775743405.363","2002",
"1775743405.373","2003",
"1775743405.383","1999",
"1775743405.393","2002",
"1775743405.403","2004",
"1775743405.413","2003",
"1775743405.423","2003",
"1775743405.433","2003",
"1775743405.443","2003",
"1775743405.453","2003",
"1775743405.463","2005",
"1775743405.473","2003",
"1775743405.483","2002",
"1775743405.493","2005",
"1775743405.503","2003",
"1775743405.513","2003",
"1775743405.523","2002",
"1775743405.533","2003",
"1775743405.543","2003",
"1775743405.553","2003",
"1775743405.563","2003",
"1775743405.573","1999",
"1775743405.583","2003",
"1775743405.593","2002",
"1775743405.603","2003",
"1775743405.613","2002",
"1775743405.623","2003",
"1775743405.633","2003",
"1775743405.643","2003",
"1775743405.653","2004",
"1775743405.663","2003",
"1775743405.673","2003",
"1775743405.683","2003",
"1775743405.693","2003",
"1775743405.703","2003",
"1775743405.713","2002",
"1775743405.723","2002",
"1775743405.733","2003",
"1775743405.743","2002",
"1775743405.753","2003",
"1775743405.763","2003",
"1775743405.773","1999",
"1775743405.783","2001",
"1775743405.793","2003",
"1775743405.803","2003",
"1775743405.813","2003",
"1775743405.823","2005",
"1775743405.833","2003",
"1775743405.843","2004",
"1775743405.853","2003",
"1775743405.863","2003",
"1775743405.873","2004",
"1775743405.883","2003",
"1775743405.893","2003",
"1775743405.903","2003",
"1775743405.913","1999",
"1775743405.923","2004",
"1775743405.933","2003",
"1775743405.943","2003",
"1775743405.953","2003",
"1775743405.963","2003",
"1775743405.973","2003",
"1775743405.983","2002",
"1775743405.993","2003",
"1775743406.003","2003",
"1775743406.013","2003",
"1775743406.023","2003",
"1775743406.033","2004",
"1775743406.043","2001",
"1775743406.053","2003",
"1775743406.063","2002",
"1775743406.073","2004",
"1775743406.083","2004",
"1775743406.093","2004",
"1775743406.103","2004",
"1775743406.113","1998",
"1775743406.123","2004",
"1775743406.133","1999",
